Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1996-10-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-29,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-30,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-10-31,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-08,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-09,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-10,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-11,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-12,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-13,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-14,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-15,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-16,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-29,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-11-30,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-08,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-09,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-10,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-11,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-12,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-13,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-14,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-15,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-16,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-29,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-30,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1996-12-31,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-08,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-09,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-10,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-11,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-12,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-13,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-14,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-15,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-16,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-29,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-30,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-01-31,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-08,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-09,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-10,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-11,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-12,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-13,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-14,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-15,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-16,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-02-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-08,32.661766,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-09,32.84375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-10,28.052084,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-11,25.729166,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-12,26.84375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-13,28.84375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-14,29.302084,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-15,29.71875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-16,30.291666,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-17,32.489582,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-18,32.697918,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-19,29.041666,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-20,44.010418,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-21,32.625,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-22,29.4375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-23,31.395834,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-24,39.364582,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-25,31.052084,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-26,31.572916,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-27,33.1875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-28,32.114582,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-29,31.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-30,32.229168,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-03-31,32.385418,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-01,36.822918,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-02,37.59375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-03,39.4375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-04,37.9375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-05,36.9375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-06,34.802082,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-07,48.791668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-08,35.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-09,32.860416,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-10,38.552082,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-11,37.59375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-12,38.135418,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-13,37.791668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-14,34.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-15,35.364582,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-16,44.041668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-17,37.703125,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-18,43.885418,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-19,50.333332,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-20,54.020832,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-21,67.0,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-22,48.791668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-23,50.96875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-24,45.947918,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-25,48.125,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-27,45.916668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-28,49.28125,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-29,57.697918,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-04-30,55.03125,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-01,50.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-02,46.46875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-03,43.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-04,42.291668,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-05,54.302082,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-06,73.677086,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-07,95.677086,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-08,108.229164,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-09,120.114586,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-10,144.66667,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-11,176.57292,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-12,209.17708,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-13,244.51042,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-14,243.64583,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-15,308.10416,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-16,377.3021,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-17,437.4896,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-18,608.4583,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-19,611.8125,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-20,629.59375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-21,496.15625,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-22,522.86456,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-23,547.94794,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-24,535.9375,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-25,468.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-26,390.875,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-27,348.40625,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-28,323.33334,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-29,327.5,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-30,438.60416,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-05-31,649.6667,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-01,897.19794,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-02,945.51044,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-03,893.4792,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-04,908.7708,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-05,971.7292,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-06,878.2708,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-07,838.0,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-08,870.86456,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-09,861.1667,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-10,936.7292,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-11,813.1458,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-12,672.86456,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-13,563.8333,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-14,528.5208,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-15,466.72916,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-16,431.95834,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-17,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-18,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-19,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-20,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-21,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-22,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-23,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-24,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-25,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-26,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-27,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-28,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-29,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-06-30,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-01,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-02,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-03,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-04,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-05,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-06,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-07,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-08,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-09,,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-10,149.64383,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-11,144.31958,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-12,144.83505,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-13,139.08247,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-14,127.237114,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-15,121.5567,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-16,118.298965,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-17,115.639175,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-18,115.83505,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-19,129.4433,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-20,119.391754,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-21,112.81443,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-22,110.0,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-23,106.07217,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-24,116.71134,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-25,104.34021,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-26,97.92783,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-27,90.78351,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-28,90.701035,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-29,117.90722,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-30,99.96907,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-07-31,93.298965,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-01,91.0,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-02,84.24742,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-03,77.34021,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-04,93.95876,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-05,229.06186,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-06,142.43298,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-07,123.83505,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-08,110.824745,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-09,99.30928,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-10,106.639175,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-11,114.06186,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-12,145.13402,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-13,196.27835,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-14,147.21649,streamflow,9292000,ft3/s,"['A', '[91]']",0
1997-08-15,125.08247,streamflow,9292000,ft3/s,"['A', '[91]']",0
